id,make,model,year,VClass,drive,trans,fuelType,cylinders,displ,pv2,pv4,city,UCity,highway,UHighway,comb,co2,feScore,ghgScore,trans_type
411,32998,Chrysler,300,2013,Large Cars,Rear-Wheel Drive,Automatic 8-spd,Regular Gasoline,6,3.6,0,106,19.0736,24.0,30.0971,43.1,22.8377,389,6,6,Automatic
412,32999,Chrysler,300 AWD,2013,Large Cars,All-Wheel Drive,Automatic 8-spd,Regular Gasoline,6,3.6,0,106,18.3385,23.0,26.9053,38.1,21.4055,415,5,5,Automatic
413,33000,Chrysler,300,2013,Large Cars,Rear-Wheel Drive,Automatic 8-spd,Regular Gasoline,6,3.6,0,106,19.0736,24.0,30.0971,43.1,22.8377,389,6,6,Automatic
414,33001,Dodge,Charger AWD,2013,Large Cars,All-Wheel Drive,Automatic 5-spd,Midgrade Gasoline,8,5.7,0,105,14.704,18.1499,23.31,32.5997,17.6336,503,4,4,Automatic
415,33002,Dodge,Charger,2013,Large Cars,Rear-Wheel Drive,Automatic 5-spd,Midgrade Gasoline,8,5.7,0,105,15.5764,19.3,24.5623,34.5,18.6461,477,4,4,Automatic
416,33003,Dodge,Charger,2013,Large Cars,Rear-Wheel Drive,Automatic 5-spd,Regular Gasoline,6,3.6,0,105,17.7469,22.2,26.5175,37.5,20.8502,426,5,5,Automatic
417,33004,Dodge,Charger AWD,2013,Large Cars,All-Wheel Drive,Automatic 8-spd,Regular Gasoline,6,3.6,0,105,18.3385,23.0,26.9053,38.1,21.4055,415,5,5,Automatic
418,33005,Dodge,Charger,2013,Large Cars,Rear-Wheel Drive,Automatic 8-spd,Regular Gasoline,6,3.6,0,105,19.0736,24.0,30.0971,43.1,22.8377,389,6,6,Automatic
419,33006,Dodge,Charger,2013,Large Cars,Rear-Wheel Drive,Automatic 5-spd,Regular Gasoline,6,3.6,0,105,17.7469,22.2,26.5175,37.5,20.8502,426,5,5,Automatic
420,33007,Dodge,Charger AWD,2013,Large Cars,All-Wheel Drive,Automatic 8-spd,Regular Gasoline,6,3.6,0,105,18.3385,23.0,26.9053,38.1,21.4055,415,5,5,Automatic
421,33008,Dodge,Charger,2013,Large Cars,Rear-Wheel Drive,Automatic 8-spd,Regular Gasoline,6,3.6,0,105,19.0736,24.0,30.0971,43.1,22.8377,389,6,6,Automatic
422,33009,Dodge,Charger SRT8,2013,Large Cars,Rear-Wheel Drive,Automatic 5-spd,Premium Gasoline,8,6.4,0,105,14.1316,17.4,22.7798,31.8,17.0433,520,4,4,Automatic
423,33010,Ford,C-MAX Hybrid FWD,2013,Large Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.0,0,100,42.0,60.4817,37.0,58.4057,40.0,229,10,10,Automatic
424,33026,Ferrari,California,2013,Minicompact Cars,Rear-Wheel Drive,Automatic (AM7),Premium Gasoline,8,4.3,75,0,13.5274,16.6125,18.865,25.985,15.501,573,3,3,Automatic
425,33027,Fiat,500,2013,Minicompact Cars,Front-Wheel Drive,Manual 5-spd,Premium Gasoline,4,1.4,0,0,28.1452,36.9,33.4653,48.5,30.3138,293,8,8,Manual
426,33028,Fiat,500 Abarth,2013,Minicompact Cars,Front-Wheel Drive,Manual 5-spd,Premium Gasoline,4,1.4,0,0,28.1452,36.9,33.4653,48.5,30.3138,293,8,8,Manual
427,33029,Fiat,500,2013,Minicompact Cars,Front-Wheel Drive,Automatic 6-spd,Premium Gasoline,4,1.4,0,0,26.9235,35.1,33.342,48.3,29.477,300,8,8,Automatic
428,33030,Fiat,500,2013,Minicompact Cars,Front-Wheel Drive,Manual 5-spd,Premium Gasoline,4,1.4,0,0,30.4698,40.3816,38.2322,56.3684,33.5336,265,9,9,Manual
429,33031,BMW,128i,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),Premium Gasoline,6,3.0,86,0,18.1237,22.709,27.6641,39.2785,21.453000000000007,414,5,5,Automatic
430,33032,BMW,128i,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.0,86,0,18.618,23.3795,27.558000000000003,39.1134,21.8005,407,5,5,Manual
431,33033,BMW,128ci Convertible,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),Premium Gasoline,6,3.0,79,0,17.769000000000005,22.2298,26.4427,37.3846,20.8461,427,5,5,Automatic
432,33034,BMW,128ci Convertible,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.0,79,0,18.618,23.3795,27.558000000000003,39.1134,21.8005,407,5,5,Manual
433,33035,BMW,135i,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.0,86,0,19.9494,25.2,27.9345,39.7,22.8944,387,6,6,Manual
434,33036,BMW,328i Coupe xDrive,2013,Subcompact Cars,All-Wheel Drive,Automatic (S6),Premium Gasoline,6,3.0,88,0,17.2947,21.5912,25.0728,35.2793,20.1008,442,5,5,Automatic
435,33037,BMW,328i Coupe xDrive,2013,Subcompact Cars,All-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.0,88,0,16.3459,20.3218,24.7008,34.7111,19.2806,461,4,4,Manual
436,33038,BMW,328i Convertible,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),Premium Gasoline,6,3.0,88,0,17.769000000000005,22.2298,26.4427,37.3846,20.8461,427,5,5,Automatic
437,33039,BMW,328i Convertible,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.0,88,0,16.75,20.8612,25.9329,36.5988,19.925,446,5,5,Manual
438,33040,BMW,M3 Coupe,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,4.0,88,0,13.9018,17.1,20.5036,28.4,16.2574,544,3,3,Manual
439,33041,BMW,M3 Coupe,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,8,4.0,88,0,13.8138,16.9853,20.2139,27.9711,16.109,552,3,3,Automatic
440,33042,BMW,M3 Convertible,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,4.0,84,0,13.5178,16.6,19.7595,27.3,15.7577,563,3,3,Manual
441,33043,BMW,M3 Convertible,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,8,4.0,84,0,13.5724,16.671,19.8072,27.3704,15.8122,562,3,3,Automatic
442,33044,BMW,650i Coupe,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,87,0,16.6,20.6608,24.4269,34.2937,19.3968,459,4,4,Automatic
443,33045,BMW,M6 Coupe,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,4.4,88,0,14.6821,18.1212,21.5792,30.0,17.1485,516,4,4,Manual
444,33046,BMW,M6 Coupe,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,8,4.4,88,0,13.6755,16.8051,20.3928,28.2359,16.0554,552,3,3,Automatic
445,33047,Nissan,Altima Coupe,2013,Subcompact Cars,Front-Wheel Drive,Automatic (AV-S6),Regular Gasoline,4,2.5,89,0,23.0328,29.5,31.1035,44.7,26.0778,340,7,7,Automatic
446,33048,Suzuki,SX4 AWD,2013,Subcompact Cars,All-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.0,0,0,22.0398,28.1022,29.2155,41.7078,24.7785,355,6,6,Manual
447,33049,Suzuki,SX4 AWD,2013,Subcompact Cars,All-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.0,0,0,22.6288,28.9299,28.9345,41.2658,25.0893,353,6,6,Automatic
448,33050,Suzuki,SX4,2013,Subcompact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.0,0,0,22.0358,28.0966,29.6204,42.3461,24.9056,354,6,6,Manual
449,33051,Suzuki,SX4,2013,Subcompact Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.0,0,0,23.1302,29.6378,29.1255,41.5661,25.4915,345,7,7,Automatic
450,33052,BMW,328i Coupe,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),Premium Gasoline,6,3.0,0,88,18.1237,22.709,27.6641,39.2785,21.453000000000007,414,5,5,Automatic
451,33053,BMW,328i Coupe,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.0,0,88,18.618,23.3795,27.558000000000003,39.1134,21.8005,407,5,5,Manual
452,33054,BMW,335i,2013,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,96,22.5066,28.7578,31.9855,46.1117,25.9699,345,7,7,Automatic
453,33055,BMW,640i Coupe,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,87,0,22.5066,28.7578,31.9855,46.1117,25.9699,345,7,7,Automatic
454,33056,BMW,650i Coupe xDrive,2013,Subcompact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,87,0,16.0,21.0,23.5747,33.0,19.3342,475,4,4,Automatic
455,33057,BMW,650i Convertible,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,88,0,16.6,20.6608,24.4269,34.2937,19.3968,459,4,4,Automatic
456,33058,BMW,650i Convertible xDrive,2013,Subcompact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,88,0,16.0979,19.9917,23.6207,33.0696,18.791,473,4,4,Automatic
457,33059,BMW,M6 Convertible,2013,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,4.4,88,0,14.6821,18.1212,21.5792,30.0,17.1485,516,4,4,Manual
458,33060,BMW,M6 Convertible,2013,Subcompact Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,8,4.4,88,0,13.6755,16.8051,20.3928,28.2359,16.0554,552,3,3,Automatic
459,33061,MINI,Cooper S Countryman Coupe,2013,Compact Cars,Front-Wheel Drive,Manual 6-spd,Premium Gasoline,4,1.6,0,87,26.1013,33.9,31.604,45.5,28.3202,313,8,8,Manual
460,33062,Suzuki,SX4 Sedan,2013,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.0,0,88,22.7675,29.1254,32.1419,46.3629,26.2071,336,7,7,Manual
461,33063,Suzuki,SX4 Sedan,2013,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.0,0,88,25.1453,32.516,31.4103,45.1901,27.6248,321,7,7,Automatic
462,33064,Suzuki,SX4 Sport,2013,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.0,0,88,22.5657,28.841,31.1085,44.708,25.7475,342,7,7,Manual
463,33065,Suzuki,SX4 Sport,2013,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.0,0,88,22.9869,29.4352,29.1255,41.5661,25.3955,347,7,7,Automatic
464,33066,Suzuki,Kizashi,2013,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.4,0,92,22.8766,29.2794,29.6512,42.3947,25.4982,347,7,7,Automatic
465,33067,Suzuki,Kizashi S,2013,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.4,0,92,21.0413,26.7092,30.0362,43.0035,24.3185,364,6,6,Manual
466,33068,Suzuki,Kizashi,2013,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.4,0,92,20.4228,25.8524,29.0173,41.3959,23.5634,376,6,6,Manual
467,33069,Suzuki,Kizashi S AWD,2013,Compact Cars,All-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.4,0,92,22.47,28.7062,29.138,41.5858,25.0496,353,6,6,Automatic
468,33070,Suzuki,Kizashi AWD,2013,Compact Cars,All-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.4,0,92,22.02,28.0744,28.6582,40.8321,24.5823,360,6,6,Automatic
469,33071,Audi,A8,2013,Midsize Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.0,0,100,17.2616,21.7885,28.4347,38.4,20.9695,424,5,5,Automatic
470,33072,BMW,ActiveHybrid 3,2013,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,96,25.2796,32.7097,32.2063,46.4664,27.9884,317,7,7,Automatic
471,33073,BMW,ActiveHybrid 5,2013,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,102,22.7855,28.2943,30.3125,41.9998,25.6519,346,7,7,Automatic
472,33074,BMW,550i xDrive,2013,Midsize Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,102,15.7229,19.4941,23.98,33.6143,18.6059,476,4,4,Automatic
473,33075,BMW,M5,2013,Midsize Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,4.4,0,102,14.6821,18.1212,21.5792,30.0,17.1485,516,4,4,Manual
474,33076,BMW,M5,2013,Midsize Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,8,4.4,0,102,13.6755,16.8051,20.3928,28.2359,16.0554,552,3,3,Automatic
475,33077,BMW,650i Gran Coupe,2013,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,97,16.6,20.6608,24.4269,34.2937,19.3968,459,4,4,Automatic
476,33078,BMW,650i xDrive Gran Coupe,2013,Compact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,97,16.0979,19.9917,23.6207,33.0696,18.791,473,4,4,Automatic
477,33079,BMW,M6 Gran Coupe,2013,Compact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,4.4,0,97,14.6821,18.1212,21.5792,30.0,17.1485,516,4,4,Manual
478,33080,BMW,M6 Gran Coupe,2013,Compact Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,8,4.4,0,97,13.6755,16.8051,20.3928,28.2359,16.0554,552,3,3,Automatic
479,33081,Buick,Regal,2013,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,0,98,18.8536,23.7,26.4527,37.4,21.6527,409,5,5,Automatic
480,33082,Dodge,Dart,2013,Midsize Cars,Front-Wheel Drive,Automatic (AM6),Premium Gasoline,4,1.4,0,0,26.9235,35.1,35.636,52.0496,30.2518,292,8,8,Automatic
481,33083,Ford,Fusion Hybrid FWD,2013,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.0,0,101,42.9701,60.4817,39.4401,58.4057,41.3064,215,10,10,Automatic
482,33084,Ford,Fusion FWD,2013,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.6,0,100,25.1342,32.5,35.8485,52.4,29.0399,306,8,8,Manual
483,33085,Ford,Fusion FWD,2013,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,1.6,0,100,23.3031,29.8827,34.6065,50.3592,27.3184,324,7,7,Automatic
484,33086,Ford,Fusion FWD,2013,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,0,100,22.3233,28.5,32.2893,46.6,25.9239,343,7,7,Automatic
485,33087,Ford,Fusion FWD,2013,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.5,0,100,22.1786,28.2968,32.7779,47.3875,25.9555,342,7,7,Automatic
486,33088,Ford,Fusion AWD,2013,Midsize Cars,All-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,0,100,21.666,27.5792,30.7643,44.1595,24.992,358,6,6,Automatic
487,33089,Audi,A8 L,2013,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.0,0,107,16.0273,19.8586,25.8053,33.9,19.3219,460,4,4,Automatic
488,33090,Audi,A8 L,2013,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.3,0,107,13.1387,15.9,20.6025,25.7,15.6978,565,3,3,Automatic
489,33091,BMW,535i xDrive Gran Turismo,2013,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,112,17.8789,22.3781,26.1722,36.9673,20.8523,433,5,5,Automatic
490,33092,BMW,550i Gran Turismo,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,112,15.732,19.5061,23.7029,33.194,18.5372,480,4,4,Automatic
491,33093,BMW,550i xDrive Gran Turismo,2013,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,112,16.0979,19.9917,23.6207,33.0696,18.791,473,4,4,Automatic
492,33094,BMW,740i,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,107,18.9991,23.8983,28.0257,39.8424,22.2195,402,5,5,Automatic
493,33095,BMW,740Li,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,115,18.9991,23.8983,28.0257,39.8424,22.2195,402,5,5,Automatic
494,33096,BMW,740Li xDrive,2013,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,115,19.0277,23.9374,27.5172,39.0499,22.0952,403,5,5,Automatic
495,33097,BMW,750i,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,106,16.6,20.6608,24.4269,34.2937,19.3968,459,4,4,Automatic
496,33098,BMW,750Li,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,115,15.732,19.5061,23.7029,33.194,18.5372,480,4,4,Automatic
497,33099,BMW,750i xDrive,2013,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,106,16.0979,19.9917,23.6207,33.0696,18.791,473,4,4,Automatic
498,33100,BMW,750Li xDrive,2013,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,115,16.0979,19.9917,23.6207,33.0696,18.791,473,4,4,Automatic
499,33101,BMW,Alpina B7 SWB,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,106,15.732,19.5061,23.7029,33.194,18.5372,480,4,4,Automatic
500,33102,BMW,Alpina B7 LWB,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,115,15.732,19.5061,23.7029,33.194,18.5372,480,4,4,Automatic
501,33103,BMW,Alpina B7 SWB xDrive,2013,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,106,16.0979,19.9917,23.6207,33.0696,18.791,473,4,4,Automatic
502,33104,BMW,Alpina B7 LWB xDrive,2013,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,115,16.0979,19.9917,23.6207,33.0696,18.791,473,4,4,Automatic
503,33105,BMW,760Li,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.0,0,115,12.6685,15.5,20.3686,28.2,15.2654,584,3,3,Automatic
504,33106,Rolls-Royce,Ghost,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.6,0,111,12.5264,15.1,20.9824,26.4,15.3013,580,3,3,Automatic
505,33107,Rolls-Royce,Ghost EWB,2013,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.6,0,118,12.5264,15.1,20.9824,26.4,15.3013,580,3,3,Automatic
506,33141,Ferrari,California,2013,Minicompact Cars,Rear-Wheel Drive,Automatic (AM7),Premium Gasoline,8,4.3,75,0,13.7985,16.9653,18.8799,26.0068,15.7,567,3,3,Automatic
507,33142,Audi,A5 quattro,2013,Subcompact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,84,0,20.4059,25.8291,28.512,40.6029,23.3996,379,6,6,Automatic
508,33143,Audi,A5 Cabriolet quattro,2013,Subcompact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,81,0,20.4059,25.8291,28.512,40.6029,23.3996,379,6,6,Automatic
509,33144,Scion,xD,2013,Subcompact Cars,Front-Wheel Drive,Automatic 4-spd,Regular Gasoline,4,1.8,0,0,26.5132,34.5,32.6618,47.2,28.9671,305,8,8,Automatic
510,33145,Scion,xD,2013,Subcompact Cars,Front-Wheel Drive,Manual 5-spd,Regular Gasoline,4,1.8,0,0,26.6501,34.7,32.4757,46.9,28.9903,301,8,8,Manual
511,33146,Acura,ILX,2013,Compact Cars,Front-Wheel Drive,Automatic (S5),Premium Gasoline,4,2.0,0,89,23.5971,30.3,34.2029,49.7,27.4238,322,7,7,Automatic
512,33147,Acura,ILX,2013,Compact Cars,Front-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.4,0,89,21.8,26.7,31.0,42.9,25.1601,361,6,6,Manual
513,33148,Acura,ILX Hybrid,2013,Compact Cars,Front-Wheel Drive,Automatic (AV-S7),Premium Gasoline,4,1.5,0,89,38.0316,52.2498,37.9898,58.4359,38.0128,228,9,9,Automatic
514,33149,Acura,TSX,2013,Compact Cars,Front-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.4,0,95,20.8906,26.5,28.7015,40.9,23.806,373,6,6,Manual
515,33150,Acura,TSX,2013,Compact Cars,Front-Wheel Drive,Automatic (S5),Premium Gasoline,4,2.4,0,95,22.0382,28.1,30.8526,44.3,25.2895,349,7,7,Automatic
516,33151,Acura,TSX,2013,Compact Cars,Front-Wheel Drive,Automatic (S5),Premium Gasoline,6,3.5,0,95,19.4394,24.5,27.8062,39.5,22.4838,394,6,6,Automatic
517,33152,Audi,A4 quattro,2013,Compact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,0,91,20.4059,25.8291,28.512,40.6029,23.3996,379,6,6,Automatic
518,33153,Buick,Verano,2013,Compact Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,0,91,20.5296,26.0,29.401,42.0,23.7551,373,6,6,Automatic
519,33154,Cadillac,ATS AWD,2013,Compact Cars,All-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.6,0,91,17.8951,22.4,25.9987,36.7,20.8146,426,5,5,Automatic
520,33155,Cadillac,ATS AWD,2013,Compact Cars,All-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.6,0,91,17.8951,22.4,25.9987,36.7,20.8146,426,5,5,Automatic
521,33156,Cadillac,ATS,2013,Compact Cars,Rear-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.6,0,91,18.7801,23.6,27.3565,38.8,21.8647,408,5,5,Automatic
522,33157,Cadillac,ATS,2013,Compact Cars,Rear-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.6,0,91,18.7801,23.6,27.3565,38.8,21.8647,408,5,5,Automatic
523,33158,Honda,Insight,2013,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,1.3,0,85,39.9917,55.4695,42.3333,63.3594,41.0125,216,10,10,Automatic
524,33159,Honda,Insight,2013,Compact Cars,Front-Wheel Drive,Automatic (AV-S7),Regular Gasoline,4,1.3,0,85,40.0704,55.6,42.4604,63.5794,41.1117,216,10,10,Automatic
525,33160,Acura,TL 2WD,2013,Midsize Cars,Front-Wheel Drive,Automatic (S6),Premium Gasoline,6,3.5,0,98,19.8767,25.1,28.574,40.7,23.0313,385,6,6,Automatic
526,33161,Acura,TL 4WD,2013,Midsize Cars,All-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.7,0,98,17.5243,21.9,24.4967,34.4,20.0986,442,5,5,Manual
527,33162,Acura,TL 4WD,2013,Midsize Cars,All-Wheel Drive,Automatic (S6),Premium Gasoline,6,3.7,0,98,18.3385,23.0,25.8687,36.5,21.1028,421,5,5,Automatic
528,33163,Audi,S8,2013,Midsize Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.0,0,100,15.2801,19.0,25.5632,33.3,18.6574,475,4,4,Automatic
529,33164,Bentley,Mulsanne,2013,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,6.8,0,100,10.5402,12.9,17.7129,21.8,12.8889,688,2,2,Automatic
530,33165,Chevrolet,Malibu,2013,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,0,95,20.5296,26.0,29.401,42.0,23.7551,373,6,6,Automatic
531,33166,Dodge,Dart Aero,2013,Midsize Cars,Front-Wheel Drive,Automatic (AM6),Premium Gasoline,4,1.4,0,0,27.6715,36.1997,38.3403,56.55,31.6325,280,8,8,Automatic
532,33167,Dodge,Dart Aero,2013,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Premium Gasoline,4,1.4,0,0,27.5361,36.0,39.2004,58.0,31.7932,279,8,8,Manual
533,33168,Ferrari,FF,2013,Midsize Cars,Part-time 4-Wheel Drive,Automatic (AM7),Premium Gasoline,12,6.3,0,0,10.8701,13.1973,16.5788,22.66,12.8633,692,2,2,Automatic
534,33169,Ferrari,FF,2013,Midsize Cars,Part-time 4-Wheel Drive,Automatic (AM7),Premium Gasoline,12,6.3,0,0,11.1489,13.552,16.6631,22.7818,13.0996,679,2,2,Automatic
535,33170,Honda,Accord,2013,Midsize Cars,Front-Wheel Drive,Automatic (AV-S7),Regular Gasoline,4,2.4,92,103,25.9514,33.6821,33.7367,48.9408,28.9586,307,8,8,Automatic
536,33171,Honda,Accord,2013,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.4,92,103,23.5292,30.2036,33.5841,48.6929,27.1928,327,7,7,Manual
537,33172,Honda,Accord,2013,Midsize Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,6,3.5,92,103,20.9937,26.643,33.4036,48.3999,25.208,353,6,6,Automatic
538,33173,Honda,Accord,2013,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.5,92,103,20.5803,26.0702,31.4061,45.1834,24.3587,365,6,6,Automatic
539,33174,Honda,Accord,2013,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,6,3.5,92,103,18.1539,22.7499,27.6454,39.2494,21.4712,414,5,5,Manual
540,33175,Nissan,Maxima,2013,Midsize Cars,Front-Wheel Drive,Automatic (AV-S6),Premium Gasoline,6,3.5,0,96,19.1792,24.1442,25.6107,36.1035,21.6227,411,5,5,Automatic
541,33176,Hyundai,Azera,2013,Large Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,6,3.3,0,106,20.2688,25.6399,29.0,41.6798,23.0,389,6,6,Automatic
542,33266,Nissan,Versa,2013,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,1.6,0,90,31.0,42.8341,40.0,59.2591,35.0,262,9,9,Automatic
543,33267,Nissan,Versa,2013,Compact Cars,Front-Wheel Drive,Manual 5-spd,Regular Gasoline,4,1.6,0,90,27.0,35.8,35.0586,51.1,30.0,296,8,8,Manual
544,33268,Nissan,Versa,2013,Compact Cars,Front-Wheel Drive,Automatic 4-spd,Regular Gasoline,4,1.6,0,90,26.0,34.7,35.0,51.7,29.9929,307,8,8,Automatic
545,33269,Honda,Accord,2013,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.4,92,103,26.3913,34.3222,35.0355,51.0621,29.6874,300,8,8,Automatic
546,33270,Infiniti,G37,2013,Midsize Cars,Rear-Wheel Drive,Automatic (S7),Premium Gasoline,6,3.7,0,99,18.9107,23.7778,26.3108,37.181,21.651,411,5,5,Automatic
547,33271,Infiniti,G37,2013,Midsize Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.7,0,99,16.6636,20.7457,24.726,34.7496,19.5291,454,5,5,Manual
548,33272,Infiniti,G37x,2013,Midsize Cars,All-Wheel Drive,Automatic (S7),Premium Gasoline,6,3.7,0,99,17.7872,22.2543,24.9791,35.1361,20.4348,435,5,5,Automatic
